"Year","inflation","salaries_growth_inflation_corrected","salary","living_costs_change_elternzeit","living_costs_family","living_standard_costs","living_costs","expected_money_for_investment_savings","net_annual_salary","lump_sums","expected_yearly_return_on_passive_investment_inflation_corrected","total_taxes_on_income","capital_gains_tax_rate","passive_investment_return_from_previous_year","passive_investment_vorabpauschale","vorabpauschale_tax_from_previous_year","accumulated_vorabpauschale_tax","housing_cost_growth_inflation_corrected","housing_cost","rental_cost_growth_inflation_corrected","rental_cost","rental_housing_cost","property1_value_growth_inflation_corrected","property1_market_evaluation","property1_purchase_real_cost","property1_available_for_down_payment","property1_used_from_savings","property1_mortgage_principal","property1_principal_repayment_rate","property1_mortgage_interest_rate","property1_mortgage_interest_share","property1_mortgage_payment","property1_mortgage_principal_share","property1_mortgage_length_years","property1_mortgage_principal_left","property1_mortgage_interest_left","property1_max_mortgage_amortization","property1_additional_amortization","property1_loan_family_friends_interest_rate","property1_loan_family_friends_principal_share","property1_loan_family_friends_interest_share","property1_loan_family_friends_payment","property1_loan_family_friends_principal_left","property1_loan_family_friends_interest_left","property1_property_taxes_rate","property1_property_taxes","property1_maintenance_cost_rate","property1_maintenance_cost","property1_hausgeld_maintenance_costs","property1_hausgeld_utilities","property1_hausgeld_reserve_fund","property1_hausgeld_house_management_fee","property1_hausgeld_building_insurance","property1_hausgeld_fees_total","property1_sale_rate_total","property1_sale_costs","property1_sale_capital_gain_tax","property1_value_liquid","properties_principal_share","properties_interest_share","properties_property_taxes","properties_maintenance_cost","properties_hausgeld_fees_total","properties_property_management_fee","properties_vacancy_months_cost","properties_warm_lease_income","properties_income_taxes_adjustment","properties_max_mortgage_amortization","total_expenses","total_income","cash_flow","cash_flow_to_emergency_reserve","cash_flow_to_mortgage_amortization","cash_flow_to_investment","savings_emergency_reserve","passive_investment_money_needed_from_liquid","passive_investment_money_withdrawn_from_capital_gains","passive_investment_money_withdrawn_from_contributions","passive_investment_yearly_contribution","passive_investment_contributions_accumulated","passive_investment_total_invested","passive_investment_total_invested_liquid","total_asset","scenario"
2064,2.5,-0.46,54507.38,0,0,-26400,-26400,0,54507.38,0,3.42,26.38,26.38,12457.52,2619.57,-512.1,-1539.33,-0.49,-2179.73,0.49,0,0,0.49,302503.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-907.51,1,-3025.04,-660,-1020,-300,-300,-360,-2640,11.17,-33789.69,0,268714.22,0,0,-907.51,-3025.04,-2640,0,0,0,0,0,-33484.65,66964.9,21022.73,0,0,21022.73,13500,0,0,0,21022.73,269775.85,387387.08,356361.24,703390.99,"example"
2065,2.5,-50,54256.65,0,0,-26400,-26400,0,54256.65,0,3.41,26.38,26.38,13248.64,2685.06,-608.64,-2147.97,-0.49,-2169.05,0.49,0,0,0.49,303986.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-911.96,1,-3039.86,-660,-1020,-300,-300,-360,-2640,11.17,-33955.26,0,270030.92,0,0,-911.96,-3039.86,-2640,0,0,0,0,0,-33600.46,67505.29,20656.19,0,0,20656.19,13500,0,0,0,20656.19,290432.04,421291.91,386771.08,738778.09,"example"
2066,2.5,-2.44,27128.32,0,0,-26400,-26400,0,27128.32,0,3.41,26.38,26.38,14366.05,2752.19,-706.19,-2854.16,-0.49,-2158.42,0.49,0,0,0.49,305475.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-916.43,1,-3054.76,-660,-1020,-300,-300,-360,-2640,11.17,-34121.64,0,271354.07,0,0,-916.43,-3054.76,-2640,0,0,0,0,0,-33717.38,41494.37,-6589.06,-6589.06,0,0,6910.94,0,0,0,0,290432.04,435657.96,397347.36,748044.61,"example"
2067,2.5,-2.44,26466.39,0,0,-26400,-26400,0,26466.39,0,3.41,26.38,26.38,14855.94,2820.99,-736.88,-2404.73,-0.49,-2147.84,0.49,0,0,0.49,306972.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-920.92,1,-3069.73,-660,-1020,-300,-300,-360,-2640,11.17,-34288.83,0,272683.71,0,0,-920.92,-3069.73,-2640,0,0,0,0,0,-33767.53,41322.33,-7301.14,-7301.14,0,0,0,-7301.14,-7301.14,0,0,290432.04,443212.76,402909.21,750185.3,"example"
2068,2.5,-2.44,25820.61,0,0,-26400,-26400,0,25820.61,0,3.41,26.38,26.38,15113.56,2891.51,-743.96,-1897.18,-0.49,-2137.32,0.49,0,0,0.49,308476.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-925.43,1,-3084.77,-660,-1020,-300,-300,-360,-2640,11.17,-34456.85,0,274019.86,0,0,-925.43,-3084.77,-2640,0,0,0,0,0,-33794.16,40934.17,-7973.55,-7973.55,0,0,0,-7973.55,-7973.55,0,0,290432.04,450352.77,408165.68,758829.48,"example"
2069,2.5,-2.44,25190.59,0,0,-26400,-26400,0,25190.59,0,3.41,26.38,26.38,15357.03,2963.8,-749.16,-1331.39,-0.49,-2126.85,0.49,0,0,0.49,309988.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-929.96,1,-3099.88,-660,-1020,-300,-300,-360,-2640,11.17,-34625.69,0,275362.56,0,0,-929.96,-3099.88,-2640,0,0,0,0,0,-33819,40547.62,-8628.41,-8628.41,0,0,0,-8628.41,-8628.41,0,0,290432.04,457081.39,413119.29,767069.64,"example"
2070,2.5,-2.44,24575.94,0,0,-26400,-26400,0,24575.94,0,3.41,26.38,26.38,15586.48,3037.9,-752.49,-707.54,-0.49,-2116.43,0.49,0,0,0.49,311507.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-934.52,1,-3115.07,-660,-1020,-300,-300,-360,-2640,11.17,-34795.35,0,276711.84,0,0,-934.52,-3115.07,-2640,0,0,0,0,0,-33842.08,40162.42,-9266.14,-9266.14,0,0,0,-9266.14,-9266.14,0,0,290432.04,463401.73,417772.33,774908.92,"example"
2071,2.5,-2.44,23976.29,0,0,-26400,-26400,0,23976.29,0,3.41,26.38,26.38,15802,3113.85,-753.94,-26.06,-0.49,-2106.06,0.49,0,0,0.49,313033.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-939.1,1,-3130.34,-660,-1020,-300,-300,-360,-2640,11.17,-34965.85,0,278067.73,0,0,-939.1,-3130.34,-2640,0,0,0,0,0,-33863.38,39778.29,-9887.09,-9887.09,0,0,0,-9887.09,-9887.09,0,0,290432.04,469316.64,422126.88,782350.22,"example"
2072,2.5,-2.44,23391.27,0,0,-26400,-26400,0,23391.27,0,3.41,26.38,26.38,16003.7,3191.7,-753.51,712.39,-0.49,-2095.74,0.49,0,0,0.49,314567.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-943.7,1,-3145.67,-660,-1020,-300,-300,-360,-2640,11.17,-35137.18,0,279430.26,0,0,-943.7,-3145.67,-2640,0,0,0,0,0,-33882.88,39394.97,-10491.61,-10491.61,0,0,0,-10491.61,-9779.22,0,0,290432.04,475541.12,426709.34,790108.56,"example"
2073,2.5,-2.44,22820.52,0,0,-26400,-26400,0,22820.52,0,3.41,26.38,26.38,16215.95,3271.49,-753.63,1509.01,-0.49,-2085.47,0.49,0,0,0.49,316108.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-948.33,1,-3161.09,-660,-1020,-300,-300,-360,-2640,11.17,-35309.36,0,280799.46,0,0,-948.33,-3161.09,-2640,0,0,0,0,0,-33903.05,39036.47,-11082.53,-11082.53,0,0,0,-11082.53,-9573.52,0,0,290432.04,482183.55,431599.5,798292.37,"example"
2074,2.5,-2.44,22263.7,0,0,-26400,-26400,0,22263.7,0,3.41,26.38,26.38,16442.46,3353.28,-754.63,2365.29,-0.49,-2075.25,0.49,0,0,0.49,317657.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-952.97,1,-3176.58,-660,-1020,-300,-300,-360,-2640,11.17,-35482.37,0,282175.38,0,0,-952.97,-3176.58,-2640,0,0,0,0,0,-33924.18,38706.16,-11660.48,-11660.48,0,0,0,-11660.48,-9295.19,0,0,290432.04,489330.82,436861.32,806988.57,"example"
2075,2.5,-2.44,21720.47,0,0,-26400,-26400,0,21720.47,0,3.41,26.38,26.38,16686.18,3437.11,-756.81,3282.97,-0.49,-2065.08,0.49,0,0,0.49,319214.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-957.64,1,-3192.14,-660,-1020,-300,-300,-360,-2640,11.17,-35656.23,0,283558.04,0,0,-957.64,-3192.14,-2640,0,0,0,0,0,-33946.59,38406.65,-12226.12,-12226.12,0,0,0,-12226.12,-8943.15,0,0,290432.04,497073.85,442561.74,816288.12,"example"
